('frequent itemsets for pass=', 1, ['a', 'b', 'c', 'd', 'e', 'f', 'g'])
('ele', ('a', 'd'), 'hashkey=', 0, 'hashCount=', 1)
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('c', 'g', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'g', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('f', 'g', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'e', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'f', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'f', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'f', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('a', 'b', 'c', 'f', 'h'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'g', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'g', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('a', 'c', 'f', 'g', 'h'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'g', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'g', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'g', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'f', 'i'))
('paaaaaas=', 5, 'subset', ('d', 'i', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'f', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'g', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'e', 'i'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('e', 'g', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'g', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'e', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'f', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'i', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'g', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'f', 'i'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'f', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'f', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'g', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'f', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'f', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'f', 'g'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('f', 'g', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('f', 'i', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'e', 'k'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'i', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('g', 'i', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('f', 'g', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('a', 'b', 'c', 'f', 'g'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('f', 'g', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('a', 'b', 'c', 'f', 'i'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'f', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'f', 'g'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'f', 'g'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'f', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'f', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('c', 'g', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'f', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'f', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'g', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'f', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'g', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'f', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('a', 'b', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('a', 'c', 'e', 'f', 'g'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('c', 'f', 'i', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'g', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'f', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'e', 'f', 'j'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'g', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'f', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'e', 'g'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'g', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'f', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'g', 'l'))
('paaaaaas=', 5, 'subset', ('a', 'c', 'f', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'g', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('c', 'e', 'i', 'j', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'e', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('a', 'b', 'c', 'g', 'h'))
('paaaaaas=', 5, 'subset', ('c', 'd', 'i', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'g', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('a', 'b', 'f', 'g', 'h'))
('paaaaaas=', 5, 'subset', ('d', 'e', 'g', 'i', 'j'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'g', 'j', 'l'))
('paaaaaas=', 5, 'subset', ('e', 'i', 'j', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'e', 'f', 'i', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'd', 'f', 'k', 'l'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'e', 'g', 'i'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'd', 'i', 'k'))
('paaaaaas=', 5, 'subset', ('b', 'c', 'g', 'k', 'l'))
('candidate key', ('b', 'd', 'f', 'g', 'k'), 'frequency', 1)
('candidate key', ('b', 'e', 'f', 'j', 'l'), 'frequency', 2)
('candidate key', ('b', 'c', 'f', 'g', 'h'), 'frequency', 1)
('candidate key', ('c', 'd', 'g', 'i', 'j'), 'frequency', 1)
('candidate key', ('b', 'e', 'i', 'k', 'l'), 'frequency', 2)
('candidate key', ('e', 'g', 'i', 'j', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'g', 'l'), 'frequency', 1)
('candidate key', ('c', 'e', 'i', 'k', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'g', 'i', 'l'), 'frequency', 1)
('candidate key', ('d', 'f', 'g', 'i', 'l'), 'frequency', 1)
('candidate key', ('c', 'f', 'i', 'j', 'k'), 'frequency', 1)
('candidate key', ('a', 'b', 'c', 'g', 'i'), 'frequency', 1)
('candidate key', ('e', 'f', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('b', 'c', 'd', 'k', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'g', 'i'), 'frequency', 1)
('candidate key', ('c', 'e', 'f', 'i', 'j'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'g', 'i'), 'frequency', 1)
('candidate key', ('b', 'c', 'f', 'g', 'l'), 'frequency', 1)
('candidate key', ('b', 'd', 'e', 'f', 'g'), 'frequency', 1)
('candidate key', ('e', 'f', 'g', 'k', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'i', 'k'), 'frequency', 1)
('candidate key', ('b', 'd', 'e', 'i', 'k'), 'frequency', 2)
('candidate key', ('c', 'd', 'f', 'g', 'i'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'i', 'j'), 'frequency', 1)
('candidate key', ('d', 'e', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('b', 'd', 'f', 'i', 'k'), 'frequency', 2)
('candidate key', ('b', 'e', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('c', 'd', 'g', 'i', 'k'), 'frequency', 1)
('candidate key', ('c', 'e', 'f', 'j', 'k'), 'frequency', 1)
('candidate key', ('e', 'g', 'i', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'f', 'i', 'k', 'l'), 'frequency', 2)
('candidate key', ('b', 'c', 'd', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'f', 'k'), 'frequency', 1)
('candidate key', ('c', 'e', 'g', 'i', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'f', 'g', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'f', 'i', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'f', 'l'), 'frequency', 1)
('candidate key', ('d', 'e', 'f', 'g', 'i'), 'frequency', 1)
('candidate key', ('c', 'g', 'i', 'j', 'k'), 'frequency', 1)
('candidate key', ('d', 'f', 'g', 'i', 'k'), 'frequency', 1)
('candidate key', ('d', 'g', 'i', 'j', 'k'), 'frequency', 1)
('candidate key', ('d', 'f', 'g', 'j', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'g', 'j'), 'frequency', 1)
('candidate key', ('c', 'e', 'f', 'i', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'd', 'e', 'k', 'l'), 'frequency', 2)
('candidate key', ('f', 'g', 'i', 'k', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'f', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'e', 'g', 'i', 'j'), 'frequency', 1)
('candidate key', ('d', 'e', 'f', 'i', 'k'), 'frequency', 2)
('candidate key', ('b', 'd', 'e', 'i', 'j'), 'frequency', 2)
('candidate key', ('d', 'e', 'g', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'g', 'i', 'j'), 'frequency', 1)
('candidate key', ('e', 'i', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('d', 'e', 'g', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'e', 'j'), 'frequency', 1)
('candidate key', ('d', 'f', 'g', 'j', 'l'), 'frequency', 1)
('candidate key', ('c', 'd', 'g', 'j', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'g', 'j'), 'frequency', 1)
('candidate key', ('b', 'd', 'g', 'j', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'f', 'g'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'j', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'i', 'j'), 'frequency', 1)
('candidate key', ('e', 'f', 'i', 'j', 'k'), 'frequency', 2)
('candidate key', ('b', 'd', 'e', 'j', 'k'), 'frequency', 2)
('candidate key', ('b', 'f', 'g', 'k', 'l'), 'frequency', 1)
('candidate key', ('d', 'f', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('c', 'd', 'e', 'f', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'f', 'k'), 'frequency', 1)
('candidate key', ('c', 'f', 'g', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'd', 'i', 'k', 'l'), 'frequency', 2)
('candidate key', ('b', 'd', 'g', 'i', 'j'), 'frequency', 1)
('candidate key', ('d', 'e', 'i', 'j', 'k'), 'frequency', 2)
('candidate key', ('c', 'f', 'g', 'k', 'l'), 'frequency', 1)
('candidate key', ('a', 'b', 'c', 'f', 'h'), 'frequency', 1)
('candidate key', ('c', 'f', 'g', 'i', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'f', 'l'), 'frequency', 1)
('candidate key', ('b', 'g', 'j', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'e', 'f', 'g', 'k'), 'frequency', 1)
('candidate key', ('b', 'g', 'i', 'j', 'l'), 'frequency', 1)
('candidate key', ('a', 'c', 'f', 'g', 'h'), 'frequency', 1)
('candidate key', ('b', 'c', 'g', 'i', 'k'), 'frequency', 1)
('candidate key', ('b', 'e', 'g', 'i', 'l'), 'frequency', 1)
('candidate key', ('c', 'f', 'j', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'g', 'i', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'e', 'f', 'j', 'k'), 'frequency', 2)
('candidate key', ('c', 'g', 'i', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'd', 'e', 'f', 'l'), 'frequency', 2)
('candidate key', ('b', 'c', 'f', 'i', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'f', 'i'), 'frequency', 1)
('candidate key', ('d', 'i', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('c', 'e', 'f', 'g', 'j'), 'frequency', 1)
('candidate key', ('b', 'f', 'g', 'i', 'k'), 'frequency', 1)
('candidate key', ('c', 'd', 'f', 'i', 'j'), 'frequency', 1)
('candidate key', ('b', 'c', 'f', 'j', 'k'), 'frequency', 1)
('candidate key', ('d', 'e', 'f', 'g', 'k'), 'frequency', 1)
('candidate key', ('c', 'e', 'f', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'e', 'g', 'i'), 'frequency', 1)
('candidate key', ('d', 'e', 'f', 'j', 'k'), 'frequency', 2)
('candidate key', ('c', 'e', 'g', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'e', 'i'), 'frequency', 1)
('candidate key', ('b', 'c', 'i', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'd', 'f', 'g', 'j'), 'frequency', 1)
('candidate key', ('b', 'c', 'f', 'g', 'i'), 'frequency', 2)
('candidate key', ('b', 'c', 'd', 'e', 'g'), 'frequency', 1)
('candidate key', ('e', 'g', 'j', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'd', 'e', 'i', 'l'), 'frequency', 2)
('candidate key', ('b', 'g', 'i', 'j', 'k'), 'frequency', 1)
('candidate key', ('e', 'g', 'i', 'j', 'k'), 'frequency', 1)
('candidate key', ('c', 'e', 'f', 'i', 'l'), 'frequency', 1)
('candidate key', ('d', 'f', 'i', 'k', 'l'), 'frequency', 2)
('candidate key', ('b', 'e', 'f', 'g', 'i'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'e', 'l'), 'frequency', 1)
('candidate key', ('b', 'e', 'f', 'k', 'l'), 'frequency', 2)
('candidate key', ('b', 'd', 'f', 'i', 'l'), 'frequency', 2)
('candidate key', ('e', 'f', 'g', 'i', 'k'), 'frequency', 1)
('candidate key', ('e', 'f', 'i', 'j', 'l'), 'frequency', 2)
('candidate key', ('b', 'c', 'f', 'i', 'k'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'f', 'l'), 'frequency', 1)
('candidate key', ('c', 'e', 'f', 'g', 'k'), 'frequency', 1)
('candidate key', ('b', 'f', 'i', 'j', 'k'), 'frequency', 2)
('candidate key', ('b', 'c', 'e', 'i', 'l'), 'frequency', 1)
('candidate key', ('d', 'e', 'f', 'g', 'j'), 'frequency', 1)
('candidate key', ('a', 'b', 'f', 'g', 'h'), 'frequency', 1)
('candidate key', ('b', 'd', 'e', 'f', 'j'), 'frequency', 2)
('candidate key', ('b', 'i', 'j', 'k', 'l'), 'frequency', 2)
('candidate key', ('e', 'f', 'g', 'i', 'l'), 'frequency', 1)
('candidate key', ('d', 'g', 'i', 'j', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'i', 'k'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'f', 'i'), 'frequency', 1)
('candidate key', ('c', 'd', 'e', 'g', 'j'), 'frequency', 1)
('candidate key', ('d', 'g', 'j', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'g', 'j', 'k'), 'frequency', 1)
('candidate key', ('b', 'e', 'f', 'g', 'l'), 'frequency', 1)
('candidate key', ('b', 'e', 'g', 'k', 'l'), 'frequency', 1)
('candidate key', ('b', 'c', 'd', 'e', 'f'), 'frequency', 1)
